"","campus","method","year","month","day","site","zone","transect","ANEM","BARROC","BARSAN","BEDRK","BOULD","BRANCH","BROWN","BRYO","COB","CORCAL","CRUCOR","DESSPP","ERECOR","FLATREL","GREEN","HIREL","HYDROID","MACPYRHF","MODREL","PHRCAL","PHYSPP","SAND","SCSB99RED","SHELL","SLTREL","SOLTUN","SPONGE","THYPET","TUBEWORM","BARNAC","CLAM","DIOCHA","CUCSPP","EGRMEN","MUD","DICTYOTALES","COMTUN","DODFEW","DICSPP","BUSHY00","CUPCOR","LAMHOLD","LEAFY","SALTRI","SB00RED","SCUM","STEOSM","SARSPP","PACRUB","SC00RED","ENCRED","LACY","TURF","UNDLAMFAR","BUSHY","TUBEMAT","STYCAL","AGLSTR","DIACAL","DEADHOLD","SCALLOP","THYSQU","UNDBRIT","UNDPAC","OCTOCORAL","PETMON","UNDDET","GORGAD","ERECTRED","MUSSEL","STYPAP","SARHOR","SARMUT","HETPAC","UNDJUVLAM","WATSUB","NERHOLD","TUBECOL","DODSPP","UNDHAL","TUBAMP","UNID","GERRUB","CAPMAT","PHORON","UNDNEOFIM","SARPAL"
"3647","UCSC","SBTL_UPC_PISCO",2007,7,18,"PLASKETT_UC","MID","1",0,0,1,29,0,6,5,0,0,0,3,3,1,0,0,0,0,1,6,0,0,1,0,0,24,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3648","UCSC","SBTL_UPC_PISCO",2007,7,18,"PLASKETT_UC","MID","2",0,0,1,21,3,12,3,0,0,0,4,1,0,1,0,0,0,1,4,0,0,7,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3649","UCSC","SBTL_UPC_PISCO",2007,7,18,"PLASKETT_UC","INNER","1",0,0,0,29,1,1,0,0,0,0,0,1,24,0,0,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3650","UCSC","SBTL_UPC_PISCO",2007,7,18,"PLASKETT_UC","INNER","2",0,0,0,26,4,0,0,0,0,0,0,0,28,0,0,0,0,1,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3651","UCSC","SBTL_UPC_PISCO",2007,7,18,"PLASKETT_UC","OUTER","1",0,0,0,30,0,11,0,2,0,0,2,0,0,0,0,19,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3652","UCSC","SBTL_UPC_PISCO",2007,7,18,"PLASKETT_UC","OUTER","2",0,0,0,24,6,18,0,0,0,0,2,0,1,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3653","UCSC","SBTL_UPC_PISCO",2007,7,25,"PT_JOE","MID","1",0,0,1,29,0,12,1,0,0,0,3,0,6,0,0,7,0,0,15,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3654","UCSC","SBTL_UPC_PISCO",2007,7,25,"PT_JOE","MID","2",0,0,0,30,0,5,1,1,0,0,4,2,9,0,0,12,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3655","UCSC","SBTL_UPC_PISCO",2007,7,25,"PT_JOE","OUTER","1",0,0,0,10,12,1,0,0,0,0,4,1,5,9,0,5,0,0,7,0,0,8,0,8,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3656","UCSC","SBTL_UPC_PISCO",2007,7,25,"PT_JOE","OUTER","2",0,0,0,17,7,0,0,0,1,0,8,2,7,4,0,5,0,0,10,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3657","UCSC","SBTL_UPC_PISCO",2007,8,21,"RADAR","INNER","1",0,1,3,26,0,18,0,0,1,0,2,0,4,1,0,0,0,0,4,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3658","UCSC","SBTL_UPC_PISCO",2007,8,21,"RADAR","MID","2",0,2,10,11,0,8,0,0,2,0,0,0,2,30,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3659","UCSC","SBTL_UPC_PISCO",2007,8,21,"RADAR","INNER","2",0,0,2,25,2,11,0,1,0,0,4,0,3,0,0,0,0,0,2,0,0,3,0,0,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3660","UCSC","SBTL_UPC_PISCO",2007,8,21,"RADAR","MID","1",0,0,7,20,3,11,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3661","UCSC","SBTL_UPC_PISCO",2007,8,21,"RADAR","OUTER","1",0,0,5,21,3,4,0,1,0,0,4,0,2,1,0,0,1,0,0,0,0,6,0,0,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3662","UCSC","SBTL_UPC_PISCO",2007,8,21,"RADAR","OUTER","2",0,0,5,23,0,1,0,0,2,0,7,0,5,2,0,0,0,0,1,0,0,5,0,0,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3663","UCSC","SBTL_UPC_PISCO",2007,8,23,"SABER_JETS","INNER","2",1,6,11,26,0,5,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,4,0,0,14,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3664","UCSC","SBTL_UPC_PISCO",2007,8,23,"SABER_JETS","MID","1",1,6,9,21,0,1,0,0,0,0,0,0,0,11,0,0,0,1,2,0,0,9,0,0,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3665","UCSC","SBTL_UPC_PISCO",2007,8,23,"SABER_JETS","MID","2",1,6,11,29,1,9,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3666","UCSC","SBTL_UPC_PISCO",2007,8,23,"SABER_JETS","OUTER","2",2,13,1,26,2,10,0,1,0,0,0,0,0,15,0,0,0,0,2,0,0,3,0,1,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3667","UCSC","SBTL_UPC_PISCO",2007,8,23,"SABER_JETS","INNER","1",0,7,12,22,4,4,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,25,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3668","UCSC","SBTL_UPC_PISCO",2007,8,23,"SABER_JETS","OUTER","1",0,10,2,27,0,7,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3669","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_DC","INNER","1",0,3,14,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3670","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_DC","INNER","2",0,2,7,0,0,4,0,0,0,0,1,0,0,27,0,0,2,3,0,0,0,30,0,0,3,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3671","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_DC","MID","1",0,3,13,21,0,7,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3672","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_DC","OUTER","2",0,0,1,30,0,12,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3673","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_DC","MID","2",0,0,0,30,0,16,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3674","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_DC","OUTER","1",0,0,0,30,0,12,0,0,0,0,0,0,0,26,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3675","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_UC","INNER","1",0,0,7,17,2,8,0,0,0,0,0,0,0,25,0,0,1,0,4,0,1,11,0,2,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3676","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_UC","MID","2",0,0,1,30,0,14,0,0,0,0,3,0,0,21,0,0,1,0,4,0,0,0,0,0,5,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3677","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_UC","OUTER","1",0,0,10,0,0,4,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3678","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_UC","INNER","2",0,0,0,29,0,10,0,0,0,0,1,0,1,28,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3679","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_UC","MID","1",0,0,0,29,0,11,0,0,0,0,3,1,1,23,0,1,1,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3680","UCSC","SBTL_UPC_PISCO",2007,8,21,"SANDHILL_UC","OUTER","2",0,0,0,0,0,13,0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,30,0,0,0,0,3,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3681","UCSC","SBTL_UPC_PISCO",2007,7,31,"SAN_SIMEON_BAY","OUTER","1",1,0,17,21,0,0,0,1,1,0,2,0,0,0,0,14,0,0,0,0,0,8,0,1,16,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3682","UCSC","SBTL_UPC_PISCO",2007,7,31,"SAN_SIMEON_BAY","MID","1",0,0,11,15,2,3,0,1,0,0,3,0,0,11,0,0,0,0,0,0,0,13,0,0,19,0,1,0,1,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3683","UCSC","SBTL_UPC_PISCO",2007,7,31,"SAN_SIMEON_BAY","MID","2",0,2,14,11,4,0,0,0,0,0,5,0,0,14,0,0,0,1,0,0,0,15,0,0,16,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3684","UCSC","SBTL_UPC_PISCO",2007,7,31,"SAN_SIMEON_BAY","INNER","1",0,0,16,14,0,6,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,16,0,0,12,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3685","UCSC","SBTL_UPC_PISCO",2007,7,31,"SAN_SIMEON_BAY","INNER","2",0,0,6,22,1,3,0,0,1,0,1,2,0,2,0,2,0,1,2,0,0,6,0,0,24,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3686","UCSC","SBTL_UPC_PISCO",2007,7,31,"SAN_SIMEON_BAY","OUTER","2",0,0,16,14,0,4,0,1,0,0,3,0,0,15,0,3,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3687","UCSC","SBTL_UPC_PISCO",2007,8,23,"SAN_SIMEON_DC","INNER","1",1,0,0,0,17,5,0,0,13,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2,30,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3688","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_DC","MID","2",0,1,2,18,3,4,0,0,1,0,8,0,0,0,0,0,1,0,1,0,0,8,0,0,29,0,2,0,0,2,0,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3689","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_DC","MID","1",0,1,1,21,5,11,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,4,0,0,29,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3690","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_DC","OUTER","1",0,0,2,22,0,8,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,8,0,1,26,0,4,0,0,0,0,5,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3691","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_DC","OUTER","2",0,0,9,17,0,4,1,1,0,0,0,0,0,5,0,0,0,0,5,0,0,13,0,2,20,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3692","UCSC","SBTL_UPC_PISCO",2007,8,23,"SAN_SIMEON_DC","INNER","2",0,0,0,12,13,12,1,0,5,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3693","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_UC","OUTER","2",0,1,4,26,0,5,0,3,0,0,5,0,0,1,0,0,0,1,0,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3694","UCSC","SBTL_UPC_PISCO",2007,8,23,"SAN_SIMEON_UC","INNER","1",0,1,0,25,1,9,0,1,0,0,7,0,0,0,0,0,1,1,7,0,0,4,0,4,23,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3695","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_UC","MID","1",0,0,1,25,0,4,3,0,0,0,6,0,0,2,0,0,0,2,1,0,0,5,0,1,27,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3696","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_UC","MID","2",0,0,1,26,0,1,5,0,0,0,2,0,0,2,0,0,0,1,8,0,0,4,0,0,20,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,1,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3697","UCSC","SBTL_UPC_PISCO",2007,8,20,"SAN_SIMEON_UC","OUTER","1",0,0,3,15,4,12,0,0,0,0,3,0,0,4,0,0,0,1,1,0,0,11,0,0,25,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3698","UCSC","SBTL_UPC_PISCO",2007,8,23,"SAN_SIMEON_UC","INNER","2",0,0,0,29,0,9,0,0,0,0,2,0,5,0,0,0,0,0,11,0,0,1,0,1,19,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3699","UCSC","SBTL_UPC_PISCO",2007,7,27,"SIREN","INNER","2",0,1,0,8,12,4,0,1,6,0,0,0,12,0,0,0,0,1,3,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3700","UCSC","SBTL_UPC_PISCO",2007,7,27,"SIREN","INNER","1",0,0,2,17,6,6,1,0,0,0,6,0,8,8,0,0,0,1,0,0,0,7,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3701","UCSC","SBTL_UPC_PISCO",2007,7,27,"SIREN","OUTER","1",0,0,3,18,0,12,0,0,0,0,2,0,0,10,0,3,0,0,7,0,0,12,0,5,10,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3702","UCSC","SBTL_UPC_PISCO",2007,7,27,"SIREN","OUTER","2",0,0,4,22,0,14,0,0,0,0,2,0,0,2,0,0,0,0,7,0,0,8,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3703","UCSC","SBTL_UPC_PISCO",2007,7,27,"SIREN","MID","1",0,0,0,6,20,10,0,0,0,0,8,0,3,2,0,0,0,0,0,0,0,4,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3704","UCSC","SBTL_UPC_PISCO",2007,7,27,"SIREN","MID","2",0,0,0,15,7,8,0,1,1,0,3,0,1,2,0,0,0,1,2,0,0,7,0,8,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3705","UCSC","SBTL_UPC_PISCO",2007,9,26,"SOBERANES","INNER","1",0,0,0,30,0,8,0,0,0,1,0,0,13,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3706","UCSC","SBTL_UPC_PISCO",2007,9,26,"SOBERANES","INNER","2",0,0,0,29,0,4,0,0,1,0,0,0,13,13,0,7,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
